,km_driven,fuel,seller_type,transmission,owner,seats,age,mileage_count,engine_volume,max_power_count,torque_1,rpm_min,rpm_max
248,60000,Diesel,Individual,Manual,First Owner,5.0,9,17.867,1248.0,88.76,200.0,1750.0,3000.0
249,45000,Petrol,Individual,Manual,Second Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
250,207890,Diesel,Individual,Manual,Second Owner,7.0,14,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
251,7976,Diesel,Individual,Automatic,First Owner,5.0,3,15.214999999999998,2143.0,170.0,400.0,1400.0,2800.0
252,35000,Petrol,Individual,Manual,First Owner,8.0,5,12.600000000000001,796.0,34.2,59.0,2500.0,2500.0
253,35000,Petrol,Individual,Manual,First Owner,5.0,4,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
254,35000,Petrol,Individual,Manual,First Owner,5.0,4,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
255,50000,Petrol,Individual,Automatic,First Owner,5.0,8,12.712499999999999,1197.0,78.9,111.8,4000.0,4000.0
256,20000,Petrol,Individual,Automatic,First Owner,5.0,10,12.712499999999999,1197.0,78.9,111.8,4000.0,4000.0
257,50000,Petrol,Individual,Manual,Second Owner,5.0,9,13.950000000000001,1197.0,85.8,114.0,4000.0,4000.0
258,50000,Petrol,Individual,Manual,Second Owner,5.0,9,13.950000000000001,1197.0,85.8,114.0,4000.0,4000.0
259,120000,Diesel,Individual,Manual,First Owner,7.0,7,13.566,2523.0,62.1,195.0,1400.0,2200.0
260,70000,Petrol,Individual,Manual,First Owner,5.0,7,12.825000000000001,1591.0,121.3,154.9,4200.0,4200.0
261,50000,Petrol,Individual,Manual,First Owner,5.0,6,12.892500000000002,1197.0,81.86,114.73,4000.0,4000.0
262,16500,Petrol,Individual,Manual,First Owner,5.0,2,15.7575,1197.0,81.8,113.0,4200.0,4200.0
263,70000,Petrol,Individual,Manual,First Owner,5.0,11,12.75,1197.0,80.0,111.72000000000001,4000.0,4000.0
264,99361,Petrol,Individual,Manual,Second Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
265,70000,Petrol,Individual,Manual,Second Owner,5.0,7,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
266,80000,Diesel,Individual,Manual,Second Owner,5.0,6,20.4,1120.0,70.0,160.0,1500.0,2750.0
268,70000,Petrol,Individual,Manual,Second Owner,5.0,7,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
269,60000,Petrol,Individual,Manual,Third Owner,5.0,9,13.950000000000001,1199.0,79.4,108.0,4400.0,4400.0
270,10000,Petrol,Individual,Automatic,First Owner,5.0,3,15.225000000000001,1199.0,84.0,114.0,3500.0,3500.0
271,80000,Petrol,Individual,Manual,First Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
272,30000,Diesel,Individual,Manual,First Owner,5.0,4,21.76,1498.0,97.9,200.0,1750.0,1750.0
273,33000,Diesel,Individual,Manual,First Owner,5.0,4,21.76,1498.0,97.9,200.0,1750.0,1750.0
274,90000,Petrol,Individual,Manual,Third Owner,7.0,8,12.015,1373.0,93.7,130.0,4000.0,4000.0
275,80100,Diesel,Individual,Manual,Second Owner,5.0,7,16.1585,1461.0,108.5,248.0,2250.0,2250.0
276,120000,Petrol,Individual,Manual,First Owner,5.0,7,13.049999999999999,1497.0,117.3,145.0,4600.0,4600.0
278,40000,Petrol,Individual,Manual,First Owner,5.0,5,18.8775,799.0,53.3,72.0,4386.0,4386.0
279,160000,Diesel,Individual,Manual,Second Owner,8.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
280,47000,Petrol,Individual,Manual,First Owner,5.0,4,15.3825,998.0,67.04,90.0,3500.0,3500.0
281,25000,Diesel,Individual,Manual,First Owner,5.0,3,18.173,1396.0,88.7,219.7,1500.0,2750.0
282,26000,Petrol,Individual,Manual,First Owner,5.0,4,17.88,1199.0,84.0,114.0,3500.0,3500.0
283,29000,Diesel,Individual,Manual,First Owner,5.0,3,20.4,1186.0,73.97,190.24,1750.0,2250.0
284,50000,Petrol,Individual,Automatic,First Owner,5.0,5,16.049999999999997,1197.0,83.1,115.0,4000.0,4000.0
285,58000,Petrol,Individual,Manual,Third Owner,5.0,10,12.075000000000001,1298.0,88.2,112.7,4500.0,4500.0
286,120000,Petrol,Individual,Automatic,First Owner,5.0,9,13.049999999999999,1197.0,85.8,114.0,4000.0,4000.0
287,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,12.975000000000001,993.0,60.0,78.0,4500.0,4500.0
288,36000,Petrol,Individual,Manual,First Owner,5.0,4,17.325000000000003,998.0,67.04,90.0,3500.0,3500.0
289,120000,Diesel,Individual,Manual,Third Owner,8.0,14,10.88,2494.0,102.0,199.92,1400.0,3400.0
290,185000,Diesel,Individual,Manual,Third Owner,5.0,10,17.935000000000002,1248.0,73.9,190.0,2000.0,2000.0
291,50000,Diesel,Individual,Manual,First Owner,5.0,10,19.618,1461.0,63.1,160.0,2000.0,2000.0
292,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,12.975000000000001,993.0,60.0,78.0,4500.0,4500.0
293,50000,Petrol,Individual,Manual,Second Owner,5.0,8,12.825000000000001,1591.0,121.3,154.9,4200.0,4200.0
294,80000,Petrol,Individual,Manual,Second Owner,5.0,14,13.649999999999999,998.0,67.1,90.0,3500.0,3500.0
296,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
297,162000,Petrol,Individual,Manual,Second Owner,5.0,11,14.25,998.0,66.1,90.0,3500.0,3500.0
298,110000,Diesel,Individual,Manual,Third Owner,7.0,8,17.6545,1248.0,88.76,200.0,1750.0,1750.0
299,120000,Diesel,Individual,Manual,Third Owner,5.0,13,15.13,1248.0,75.0,190.0,2000.0,2000.0
300,45000,Diesel,Individual,Manual,First Owner,5.0,10,19.618,1461.0,63.1,160.0,2000.0,2000.0
301,90000,Petrol,Individual,Manual,Second Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
302,90000,Diesel,Individual,Manual,Second Owner,5.0,11,17.0,1399.0,68.0,160.0,2000.0,2000.0
303,67000,Diesel,Individual,Automatic,First Owner,5.0,4,14.4585,1582.0,126.2,259.9,1900.0,2750.0
304,52000,Petrol,Dealer,Manual,First Owner,5.0,3,16.5,1197.0,81.8,113.0,4200.0,4200.0
305,40000,Petrol,Dealer,Manual,First Owner,5.0,5,15.4725,1198.0,67.0,104.0,4000.0,4000.0
306,35000,Diesel,Individual,Manual,First Owner,7.0,3,12.104,2755.0,174.5,420.0,1400.0,2600.0
307,13000,Petrol,Dealer,Manual,First Owner,5.0,3,15.5325,799.0,53.26,72.0,4386.0,4386.0
308,40000,Petrol,Dealer,Manual,First Owner,5.0,9,13.875,1198.0,86.8,109.0,4500.0,4500.0
309,10000,Petrol,Dealer,Manual,First Owner,5.0,2,12.75,1198.0,73.75,110.0,3750.0,3750.0
310,9000,Petrol,Dealer,Manual,First Owner,5.0,9,12.712499999999999,1498.0,97.7,134.0,4000.0,4000.0
311,70000,Diesel,Dealer,Manual,Second Owner,5.0,8,20.0515,1364.0,67.06,170.0,1800.0,2400.0
312,60000,Petrol,Dealer,Manual,First Owner,5.0,12,15.27,1197.0,78.9,111.8,4000.0,4000.0
313,40000,Diesel,Dealer,Manual,First Owner,5.0,7,17.3825,1461.0,83.8,200.0,1900.0,1900.0
314,93000,Diesel,Dealer,Manual,First Owner,7.0,9,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
315,80000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,13,10.88,2494.0,102.0,199.92,1400.0,3400.0
316,50000,Petrol,Individual,Manual,Second Owner,5.0,10,11.73,1193.0,64.08,100.0,2700.0,2700.0
317,68000,Petrol,Dealer,Automatic,First Owner,5.0,8,10.875,1797.0,147.5,177.5,4700.0,4700.0
318,18000,Petrol,Dealer,Manual,First Owner,4.0,9,19.049999999999997,624.0,37.5,51.0,4000.0,4000.0
319,120000,Diesel,Individual,Manual,First Owner,5.0,8,19.618,1461.0,63.1,160.0,2000.0,2000.0
320,35000,Petrol,Individual,Manual,First Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
321,60000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
322,30000,Petrol,Individual,Manual,First Owner,5.0,5,18.8775,799.0,53.3,72.0,4386.0,4386.0
323,70000,Petrol,Individual,Automatic,First Owner,5.0,5,12.254999999999999,1798.0,189.3,250.0,1250.0,5300.0
324,9000,Diesel,Dealer,Automatic,First Owner,5.0,4,11.559999999999999,1999.0,177.0,430.0,1750.0,2500.0
325,20000,Petrol,Dealer,Automatic,First Owner,5.0,2,16.7775,2487.0,214.56,202.0,3600.0,5200.0
326,45000,Diesel,Dealer,Automatic,First Owner,5.0,4,16.4305,1999.0,177.0,430.0,1750.0,2500.0
327,110000,Diesel,Individual,Manual,First Owner,7.0,6,11.985,2179.0,147.94,320.0,1500.0,3000.0
328,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,8,16.3425,998.0,67.05,90.0,3500.0,3500.0
329,38817,Diesel,Dealer,Manual,First Owner,5.0,3,23.2815,1248.0,74.0,190.0,2000.0,2000.0
330,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,5,13.649999999999999,1199.0,88.7,110.0,4800.0,4800.0
331,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
332,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,16.5,1197.0,81.8,113.0,4200.0,4200.0
333,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4,12.585,1496.0,88.73,132.0,3000.0,3000.0
334,69779,Petrol,Dealer,Automatic,First Owner,5.0,3,16.5,1197.0,81.8,113.0,4200.0,4200.0
335,56290,Diesel,Dealer,Manual,First Owner,5.0,4,20.4,1186.0,73.97,190.24,1750.0,2250.0
336,8500,Diesel,Dealer,Automatic,First Owner,5.0,2,14.263,1995.0,190.0,400.0,1750.0,2500.0
337,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,14.25,1199.0,88.76,110.0,4800.0,4800.0
338,11000,Petrol,Dealer,Automatic,First Owner,5.0,5,10.725000000000001,1598.0,103.5,153.0,3800.0,3800.0
339,2000,Diesel,Dealer,Automatic,First Owner,5.0,3,14.28,1984.0,150.0,350.0,1500.0,2750.0
341,120000,Petrol,Individual,Automatic,Second Owner,5.0,12,8.325,2354.0,158.8,218.0,4200.0,4200.0
342,90000,Diesel,Individual,Manual,First Owner,5.0,6,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
343,70000,Diesel,Individual,Manual,Third Owner,5.0,7,18.972,1582.0,126.32,259.8,1900.0,2750.0
344,240000,Diesel,Individual,Manual,Third Owner,8.0,14,10.88,2494.0,102.0,199.92,1400.0,3400.0
345,100000,Diesel,Individual,Manual,Second Owner,5.0,9,18.275,1248.0,88.8,200.0,1750.0,1750.0
346,214000,Diesel,Individual,Manual,Second Owner,5.0,12,14.28,1493.0,110.0,235.20000000000002,1900.0,2750.0
347,50000,Petrol,Individual,Manual,First Owner,5.0,5,17.055,796.0,47.3,69.0,3500.0,3500.0
348,1000,Petrol,Individual,Automatic,First Owner,5.0,3,13.5,1497.0,117.6,145.0,4600.0,4600.0
349,19000,Diesel,Individual,Automatic,First Owner,5.0,4,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
350,265000,Diesel,Individual,Manual,Second Owner,5.0,9,14.45,1405.0,70.0,132.3,2500.0,2500.0
351,35000,CNG,Individual,Manual,First Owner,5.0,1,20.88,1196.0,61.7,85.0,3000.0,3000.0
352,80000,Petrol,Individual,Manual,Second Owner,5.0,7,17.9625,998.0,67.05,90.0,3500.0,3500.0
353,50000,Diesel,Individual,Automatic,First Owner,7.0,5,13.6,2179.0,140.0,330.0,1600.0,2800.0
354,80000,Petrol,Individual,Manual,First Owner,5.0,11,15.690000000000001,998.0,67.1,90.0,3500.0,3500.0
355,100000,Petrol,Individual,Manual,First Owner,5.0,3,17.88,1199.0,84.0,114.0,3500.0,3500.0
356,120000,Petrol,Individual,Manual,Second Owner,5.0,8,11.325,1196.0,73.0,101.0,3000.0,3000.0
357,9000,Diesel,Dealer,Automatic,First Owner,5.0,4,11.559999999999999,1999.0,177.0,430.0,1750.0,2500.0
358,20000,Petrol,Dealer,Automatic,First Owner,5.0,2,16.7775,2487.0,214.56,202.0,3600.0,5200.0
359,45000,Diesel,Dealer,Automatic,First Owner,5.0,4,16.4305,1999.0,177.0,430.0,1750.0,2500.0
360,110000,Diesel,Individual,Manual,First Owner,7.0,6,11.985,2179.0,147.94,320.0,1500.0,3000.0
362,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,8,16.3425,998.0,67.05,90.0,3500.0,3500.0
363,38817,Diesel,Dealer,Manual,First Owner,5.0,3,23.2815,1248.0,74.0,190.0,2000.0,2000.0
364,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,5,13.649999999999999,1199.0,88.7,110.0,4800.0,4800.0
365,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
366,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,16.5,1197.0,81.8,113.0,4200.0,4200.0
367,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4,12.585,1496.0,88.73,132.0,3000.0,3000.0
368,69779,Petrol,Dealer,Automatic,First Owner,5.0,3,16.5,1197.0,81.8,113.0,4200.0,4200.0
369,56290,Diesel,Dealer,Manual,First Owner,5.0,4,20.4,1186.0,73.97,190.24,1750.0,2250.0
370,7500,Diesel,Dealer,Automatic,First Owner,5.0,2,14.263,1995.0,190.0,400.0,1750.0,2500.0
371,8500,Diesel,Dealer,Automatic,First Owner,5.0,2,14.263,1995.0,190.0,400.0,1750.0,2500.0
372,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,14.25,1199.0,88.76,110.0,4800.0,4800.0
373,11000,Petrol,Dealer,Automatic,First Owner,5.0,5,10.725000000000001,1598.0,103.5,153.0,3800.0,3800.0
374,2000,Diesel,Dealer,Automatic,First Owner,5.0,3,14.28,1984.0,150.0,350.0,1500.0,2750.0
375,40000,Diesel,Individual,Automatic,First Owner,5.0,2,20.23,1498.0,78.9,160.0,1750.0,1750.0
376,45000,Diesel,Individual,Manual,First Owner,5.0,4,18.173,1396.0,88.7,219.7,1500.0,2750.0
377,80000,Petrol,Individual,Manual,Second Owner,5.0,11,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
378,135000,Diesel,Individual,Manual,Second Owner,5.0,6,20.74,1120.0,71.01,180.4,1750.0,2500.0
379,120000,Diesel,Individual,Manual,Second Owner,7.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
380,67000,Diesel,Individual,Manual,First Owner,5.0,8,20.0515,1364.0,67.1,170.0,1800.0,2400.0
381,50000,Diesel,Individual,Manual,First Owner,5.0,4,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
382,134000,Diesel,Individual,Manual,Second Owner,7.0,13,10.88,2494.0,102.0,199.92,1400.0,3400.0
383,110000,Diesel,Individual,Manual,Second Owner,5.0,10,19.618,1461.0,63.1,160.0,2000.0,2000.0
384,40000,Petrol,Individual,Manual,First Owner,4.0,12,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
385,120000,Diesel,Individual,Manual,Second Owner,5.0,8,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
386,110000,Diesel,Individual,Manual,Second Owner,5.0,6,17.119,1498.0,88.8,230.0,1500.0,2500.0
387,170000,Diesel,Individual,Manual,Second Owner,5.0,10,17.849999999999998,1461.0,64.1,160.0,2000.0,2000.0
388,80000,Petrol,Individual,Manual,Second Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
389,47000,Diesel,Individual,Manual,First Owner,5.0,5,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
390,93000,Petrol,Individual,Manual,First Owner,5.0,6,14.325000000000001,1197.0,81.86,113.75,4000.0,4000.0
391,70000,Diesel,Individual,Manual,First Owner,5.0,6,17.0,1399.0,68.05,160.0,2000.0,2000.0
392,80000,Diesel,Individual,Manual,First Owner,7.0,9,11.840499999999999,2179.0,138.03,320.0,1700.0,2700.0
393,44000,Petrol,Individual,Manual,First Owner,5.0,5,13.620000000000001,1196.0,86.8,112.0,4000.0,4000.0
394,25000,Petrol,Individual,Manual,First Owner,5.0,7,17.325000000000003,998.0,67.04,90.0,3500.0,3500.0
395,25000,Petrol,Individual,Manual,First Owner,5.0,5,11.4675,1591.0,121.3,151.0,4850.0,4850.0
396,10000,Petrol,Individual,Manual,First Owner,5.0,2,15.9075,1197.0,81.8,113.0,4200.0,4200.0
397,50000,Diesel,Individual,Manual,First Owner,7.0,3,14.96,2179.0,153.86,400.0,1750.0,2500.0
398,30000,Diesel,Individual,Manual,First Owner,5.0,3,19.55,1498.0,98.96,205.0,1750.0,3250.0
399,50000,Diesel,Individual,Manual,Second Owner,5.0,6,18.0115,1396.0,88.73,219.66,1500.0,2750.0
400,120000,Diesel,Individual,Manual,First Owner,5.0,9,19.159,1396.0,88.73,219.7,1500.0,2750.0
401,40000,Diesel,Individual,Automatic,First Owner,5.0,2,20.23,1498.0,78.9,160.0,1750.0,1750.0
402,80000,Diesel,Individual,Manual,First Owner,7.0,6,13.566,2523.0,62.1,195.0,1400.0,2200.0
403,90000,Diesel,Individual,Manual,First Owner,5.0,6,17.3825,1461.0,83.8,200.0,1900.0,1900.0
404,50000,Petrol,Individual,Manual,Second Owner,5.0,6,15.299999999999999,1197.0,83.11,115.0,4000.0,4000.0
405,2136,Petrol,Individual,Manual,First Owner,5.0,1,16.875,999.0,67.0,91.0,4250.0,4250.0
406,250000,Diesel,Individual,Manual,First Owner,7.0,9,11.0415,2494.0,100.0,200.0,1400.0,3400.0
407,120000,Diesel,Individual,Manual,First Owner,7.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
408,70000,Diesel,Individual,Manual,First Owner,5.0,4,23.2815,1248.0,74.0,190.0,2000.0,2000.0
409,18000,Diesel,Dealer,Manual,First Owner,5.0,3,16.66,1461.0,108.45,245.0,1750.0,1750.0
410,110000,Diesel,Individual,Manual,Second Owner,7.0,5,15.469999999999999,1248.0,73.74,172.5,1750.0,1750.0
411,60000,Diesel,Individual,Manual,First Owner,5.0,4,20.1025,1248.0,88.5,200.0,1750.0,1750.0
412,60000,Diesel,Individual,Automatic,First Owner,7.0,6,10.6675,2982.0,168.5,360.0,1400.0,3200.0
413,147000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
414,130000,Diesel,Individual,Automatic,First Owner,7.0,6,10.6675,2982.0,168.5,360.0,1400.0,3200.0
415,99500,Diesel,Individual,Manual,Third Owner,7.0,10,9.775,1991.0,147.9,320.0,2000.0,2000.0
416,110000,Diesel,Individual,Manual,Second Owner,5.0,10,14.45,1405.0,71.0,135.0,2500.0,2500.0
417,35000,Petrol,Individual,Manual,First Owner,5.0,5,14.6175,1198.0,67.04,104.0,4000.0,4000.0
418,110000,Diesel,Individual,Manual,Second Owner,5.0,11,13.77,1493.0,110.0,235.20000000000002,1900.0,2750.0
419,21000,Petrol,Individual,Manual,First Owner,7.0,7,12.015,1373.0,93.7,130.0,4000.0,4000.0
420,60000,Diesel,Individual,Manual,Second Owner,5.0,8,19.974999999999998,1498.0,90.0,204.0,2000.0,2750.0
421,40000,Diesel,Individual,Manual,First Owner,5.0,11,14.110000000000001,1405.0,70.0,140.14000000000001,1800.0,3000.0
422,50000,Petrol,Individual,Manual,First Owner,5.0,13,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
423,65000,Petrol,Individual,Manual,Second Owner,5.0,11,14.25,998.0,66.1,90.0,3500.0,3500.0
424,80000,Petrol,Individual,Manual,First Owner,5.0,10,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
425,119000,Diesel,Individual,Manual,First Owner,5.0,6,20.314999999999998,1582.0,126.2,259.9,1900.0,2750.0
426,80000,Diesel,Individual,Manual,First Owner,7.0,5,20.842,1248.0,88.5,200.0,1750.0,1750.0
427,90000,Diesel,Individual,Manual,First Owner,5.0,4,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
428,20000,Petrol,Individual,Manual,First Owner,5.0,5,12.7575,1591.0,121.4,154.9,4200.0,4200.0
429,80000,Diesel,Individual,Manual,Second Owner,5.0,7,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
430,44665,Diesel,Individual,Manual,First Owner,6.0,1,21.522,1198.0,77.0,190.0,1750.0,2250.0
431,10000,Diesel,Individual,Manual,First Owner,5.0,2,17.68,1493.0,113.4,250.0,1500.0,2750.0
432,60000,Petrol,Individual,Manual,First Owner,5.0,3,15.105,1197.0,81.86,113.75,4000.0,4000.0
433,22000,Petrol,Individual,Manual,First Owner,5.0,5,13.875,1198.0,86.8,109.0,4500.0,4500.0
434,25000,Petrol,Individual,Manual,First Owner,5.0,7,17.055,796.0,47.3,69.0,3500.0,3500.0
435,70000,Diesel,Individual,Manual,First Owner,5.0,5,23.477,793.0,47.0,125.0,2000.0,2000.0
436,123000,Petrol,Individual,Manual,Third Owner,5.0,13,13.125,1298.0,85.8,114.0,4000.0,4000.0
437,70000,Diesel,Individual,Manual,Second Owner,5.0,10,17.459,1598.0,103.6,250.0,1500.0,2500.0
438,45000,Diesel,Individual,Manual,First Owner,5.0,8,20.0515,1364.0,67.06,170.0,1800.0,2400.0
439,40000,Petrol,Individual,Automatic,First Owner,5.0,6,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
440,30000,Diesel,Individual,Manual,First Owner,5.0,2,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
441,90000,Petrol,Individual,Automatic,First Owner,5.0,14,9.675,1799.0,130.0,172.0,4300.0,4300.0
442,34000,Petrol,Individual,Manual,Second Owner,7.0,5,13.125,1373.0,91.1,130.0,4000.0,4000.0
443,25000,Petrol,Individual,Manual,First Owner,5.0,4,18.525,796.0,47.3,69.0,3500.0,3500.0
444,50000,Petrol,Individual,Manual,First Owner,5.0,5,17.055,796.0,47.3,69.0,3500.0,3500.0
445,50000,Diesel,Individual,Manual,First Owner,5.0,8,21.624,936.0,57.6,150.0,1750.0,1750.0
446,90000,Petrol,Individual,Manual,First Owner,5.0,4,17.88,1199.0,84.0,114.0,3500.0,3500.0
447,70000,Diesel,Individual,Manual,Second Owner,5.0,9,21.624,936.0,57.6,150.0,1750.0,1750.0
448,146000,Diesel,Individual,Manual,Second Owner,7.0,12,11.840499999999999,2179.0,138.0,320.0,1700.0,2700.0
449,85000,Petrol,Individual,Manual,Second Owner,5.0,9,11.7,1196.0,70.0,102.0,4000.0,4000.0
450,201850,Diesel,Individual,Manual,Second Owner,5.0,12,15.197999999999999,1396.0,52.8,85.0,2500.0,2500.0
451,30000,Diesel,Individual,Manual,First Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
452,15000,Diesel,Individual,Manual,First Owner,5.0,3,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
453,90000,Petrol,Individual,Manual,First Owner,5.0,10,15.690000000000001,998.0,67.1,90.0,3500.0,3500.0
454,80000,Diesel,Individual,Manual,Second Owner,5.0,13,16.405,1248.0,73.9,190.0,2000.0,2000.0
455,50000,Diesel,Individual,Manual,First Owner,5.0,10,14.62,1396.0,53.5,83.30000000000001,2500.0,2500.0
456,80000,Diesel,Individual,Manual,Second Owner,8.0,9,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
458,38000,Petrol,Individual,Manual,First Owner,5.0,5,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
459,100000,Petrol,Individual,Manual,Third Owner,7.0,5,11.5275,1196.0,73.0,101.0,3000.0,3000.0
460,30000,Petrol,Individual,Manual,First Owner,5.0,9,13.125,1197.0,85.8,114.0,4000.0,4000.0
461,30000,Petrol,Individual,Manual,First Owner,5.0,7,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
462,50000,Petrol,Individual,Manual,First Owner,5.0,6,13.950000000000001,1199.0,76.8,106.5,4400.0,4400.0
463,30000,Petrol,Individual,Manual,First Owner,5.0,5,13.649999999999999,1199.0,82.4,108.5,5000.0,5000.0
464,60000,Petrol,Individual,Manual,Third Owner,5.0,12,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
465,14000,Diesel,Individual,Manual,First Owner,5.0,3,14.535,1956.0,170.0,350.0,1750.0,2500.0
466,22000,Petrol,Individual,Manual,First Owner,5.0,6,13.049999999999999,1497.0,117.3,145.0,4600.0,4600.0
467,90000,Diesel,Individual,Manual,First Owner,5.0,9,17.459,1598.0,103.6,250.0,1500.0,2500.0
468,20000,Petrol,Individual,Manual,First Owner,5.0,3,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
469,15000,Diesel,Individual,Manual,First Owner,7.0,7,13.107,1405.0,70.0,135.0,2500.0,2500.0
470,30000,Petrol,Individual,Manual,Second Owner,5.0,7,13.875,1197.0,82.85,113.7,4000.0,4000.0
472,110000,Petrol,Individual,Manual,Second Owner,5.0,14,11.475000000000001,1341.0,83.0,115.0,3200.0,3200.0
473,80000,Petrol,Individual,Manual,First Owner,5.0,6,13.649999999999999,1199.0,82.4,108.5,5000.0,5000.0
475,110000,Petrol,Individual,Manual,First Owner,5.0,6,13.1775,1193.0,88.7,140.0,1500.0,4000.0
476,70000,Diesel,Individual,Manual,Second Owner,5.0,8,16.727999999999998,1399.0,67.0,160.0,2000.0,2000.0
477,50000,Petrol,Individual,Manual,Second Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
478,190000,Diesel,Individual,Manual,First Owner,8.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
479,100000,Diesel,Individual,Manual,Second Owner,7.0,11,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
